Node_ID,Users,Traffic_Load_Mbps,CQI,SNR_dB,Latency_Req_ms,Available_Channels,Power_mW,Edge_CPU%,Action_Channel,Action_Power,Action_Routing,Offloading,Throughput_Mbps,Latency_ms,Energy_mJ,Reward_Score
1309,16,7.42,13,17.69,5,7,163,44,Ch4,209,Path_D,1,16.01,30.44,158.68,0.161
1310,49,66.35,15,8.46,10,9,85,22,Ch1,59,Path_C,0,5.0,42.79,81.87,-0.116
1311,11,65.51,3,29.57,50,2,250,22,Ch4,140,Path_D,1,13.9,42.5,216.62,0.038
1312,14,37.36,11,11.25,20,8,257,47,Ch4,226,Path_B,0,12.48,39.61,235.16,0.013
1313,49,11.81,5,6.83,5,7,85,42,Ch8,242,Path_A,0,1.0,55.42,86.93,-0.265
1314,21,43.91,14,21.58,30,4,97,67,Ch4,280,Path_A,1,18.98,31.55,106.38,0.24
1315,30,34.57,14,19.88,10,2,100,86,Ch4,78,Path_D,1,14.36,34.23,122.74,0.119
1316,25,69.33,9,15.38,5,8,146,61,Ch2,236,Path_C,0,11.54,42.54,142.94,0.01
1317,32,62.55,8,15.55,50,5,168,59,Ch10,94,Path_B,1,9.7,45.58,164.72,-0.052
1318,6,39.64,2,24.63,10,6,144,25,Ch7,244,Path_C,0,9.37,49.15,133.36,-0.066
1319,47,25.7,3,9.89,20,7,119,39,Ch4,100,Path_A,1,1.0,55.58,113.86,-0.275
1320,5,98.86,2,25.51,10,1,123,30,Ch6,288,Path_A,0,11.64,46.21,114.15,0.005
1321,40,48.13,8,21.22,10,8,129,46,Ch3,150,Path_C,0,5.38,53.18,125.73,-0.17
1322,30,70.39,6,15.47,20,4,117,40,Ch7,272,Path_D,0,4.47,48.16,117.61,-0.165
1323,33,18.35,6,16.45,20,9,295,32,Ch6,177,Path_D,0,11.31,52.44,248.66,-0.077
1324,25,51.13,12,11.42,10,1,199,54,Ch3,60,Path_C,0,11.53,38.01,175.22,0.02
1325,15,7.62,15,23.8,20,2,126,66,Ch4,263,Path_A,1,24.73,26.07,136.15,0.383
1326,44,53.02,9,17.82,5,6,257,47,Ch10,131,Path_C,0,8.97,50.88,234.04,-0.117
1327,15,96.58,8,13.02,20,1,165,40,Ch5,177,Path_A,1,8.43,39.04,154.23,-0.047
1328,40,41.5,4,19.9,20,4,270,37,Ch9,276,Path_C,1,4.39,49.09,231.3,-0.21
1329,43,8.7,15,29.89,10,8,55,50,Ch6,55,Path_D,0,19.52,42.04,63.32,0.218
1330,44,7.94,12,15.88,5,5,203,79,Ch4,116,Path_B,0,9.62,46.77,204.37,-0.073
1331,39,41.86,4,28.02,30,9,124,56,Ch7,111,Path_A,1,8.26,49.29,127.91,-0.089
1332,38,20.2,9,13.63,30,6,137,40,Ch2,182,Path_B,0,3.4,50.3,128.97,-0.202
1333,28,7.22,1,6.37,50,1,270,33,Ch4,186,Path_D,0,4.96,54.71,241.61,-0.227
1334,26,76.84,13,10.11,20,6,52,79,Ch5,77,Path_C,1,9.97,32.36,76.37,0.046
1335,9,48.56,2,15.47,20,6,101,42,Ch4,260,Path_D,1,6.88,45.42,110.68,-0.096
1336,37,32.48,2,10.49,5,6,123,48,Ch4,269,Path_B,1,1.0,51.82,122.56,-0.261
1337,40,90.51,13,5.01,30,8,174,66,Ch9,268,Path_D,1,4.42,37.9,163.02,-0.134
1338,24,16.03,13,27.88,50,6,237,49,Ch2,254,Path_D,1,19.79,33.06,213.2,0.214
1339,23,95.81,6,26.1,5,5,240,57,Ch6,87,Path_C,1,15.82,42.62,225.3,0.077
1340,39,34.83,15,23.56,20,2,114,46,Ch8,92,Path_B,0,15.73,40.45,112.37,0.124
1341,47,89.4,4,9.2,30,4,101,34,Ch8,166,Path_B,1,1.0,52.76,90.43,-0.254
1342,21,62.28,13,8.01,50,5,284,78,Ch7,198,Path_B,1,9.88,32.15,265.38,-0.02
1343,49,83.54,11,6.69,10,4,267,22,Ch10,268,Path_A,0,1.42,49.92,220.31,-0.276
1344,47,98.48,10,23.1,30,2,299,29,Ch4,239,Path_D,0,13.0,50.29,256.16,-0.032
1345,38,32.4,13,28.22,50,7,125,98,Ch7,95,Path_B,0,19.25,43.08,152.87,0.176
1346,13,96.31,3,15.76,5,2,191,99,Ch10,247,Path_D,0,7.9,47.68,197.02,-0.113
1347,30,42.0,3,7.98,10,1,138,36,Ch6,215,Path_C,0,1.0,55.29,124.87,-0.278
1348,6,41.62,3,17.81,50,5,121,30,Ch6,98,Path_C,0,7.65,45.98,115.58,-0.083
1349,13,37.34,6,13.72,50,1,284,67,Ch2,252,Path_A,1,9.09,37.98,256.41,-0.062
1350,13,56.43,14,14.37,20,1,117,24,Ch8,288,Path_A,0,16.46,32.79,100.19,0.18
1351,44,19.64,8,20.53,30,1,205,88,Ch8,282,Path_C,0,7.12,49.84,202.11,-0.142
1352,21,57.6,11,22.97,20,6,248,83,Ch7,294,Path_B,0,15.12,40.99,241.66,0.064
1353,5,56.46,7,7.77,10,9,187,33,Ch9,258,Path_C,0,7.3,42.22,167.65,-0.091
1354,29,77.38,14,5.89,50,1,164,69,Ch8,297,Path_D,1,8.3,29.85,162.28,-0.009
1355,47,84.2,4,29.86,20,5,106,45,Ch9,88,Path_A,0,3.96,56.86,107.33,-0.213
1356,44,46.84,11,10.82,30,9,299,91,Ch9,120,Path_A,0,3.21,44.51,292.34,-0.236
1357,46,33.72,12,6.35,10,9,277,88,Ch6,176,Path_C,1,2.32,40.11,260.73,-0.224
1358,29,29.64,4,9.75,5,1,115,26,Ch2,207,Path_B,1,4.69,48.38,95.24,-0.153
1359,43,23.49,11,5.97,20,8,139,35,Ch7,198,Path_B,1,1.56,41.04,130.98,-0.201
1360,39,10.48,10,14.8,10,1,294,74,Ch3,50,Path_D,0,7.96,45.82,271.65,-0.129
1361,7,37.53,15,25.06,5,8,99,97,Ch7,266,Path_A,1,23.58,26.55,124.15,0.359
1362,41,30.67,11,13.53,20,1,63,75,Ch9,209,Path_C,1,9.96,37.34,91.16,0.017
1363,48,96.81,11,16.1,10,5,299,23,Ch10,298,Path_C,1,9.78,44.76,254.9,-0.078
1364,48,57.98,14,21.89,10,8,65,67,Ch10,185,Path_A,0,12.43,42.58,74.46,0.053
1365,34,37.99,11,17.72,20,6,231,36,Ch2,118,Path_C,0,9.91,43.58,199.54,-0.05
1366,42,60.14,2,26.54,10,9,220,55,Ch6,79,Path_A,1,5.14,53.81,215.09,-0.209
1367,38,18.22,14,26.65,50,1,91,89,Ch6,164,Path_B,0,16.44,42.71,120.22,0.127
1368,16,47.18,1,5.25,20,9,258,99,Ch9,57,Path_B,0,1.0,51.45,259.28,-0.306
1369,23,64.49,9,24.45,10,1,159,57,Ch9,162,Path_C,0,15.93,43.42,161.56,0.098
1370,41,51.45,12,16.52,5,3,71,81,Ch5,68,Path_B,0,10.5,45.09,97.39,-0.009
1371,48,43.17,15,29.72,5,1,117,67,Ch5,285,Path_B,0,18.44,39.48,131.08,0.182
1372,21,99.42,12,17.08,50,3,68,29,Ch9,108,Path_D,1,16.46,31.92,72.49,0.193
1373,14,88.63,2,29.67,20,2,115,55,Ch8,232,Path_A,1,17.36,45.98,122.2,0.131
1374,16,64.22,13,23.86,10,2,216,48,Ch7,207,Path_A,1,19.38,28.97,195.19,0.23
1375,20,59.09,8,11.22,10,9,122,97,Ch8,128,Path_C,1,10.21,37.78,146.96,0.001
1376,28,63.96,15,18.46,5,8,196,23,Ch6,85,Path_A,0,14.93,35.38,165.36,0.111
1377,23,24.12,9,29.8,50,1,193,63,Ch3,104,Path_D,1,19.87,39.37,185.96,0.196
1378,12,42.54,4,26.44,5,4,103,75,Ch7,93,Path_C,1,16.14,42.09,114.06,0.125
1379,35,8.75,8,7.43,5,1,202,61,Ch8,204,Path_C,0,5.13,50.12,188.15,-0.183
1380,25,50.18,9,22.66,50,1,161,32,Ch8,126,Path_A,0,13.72,42.5,143.39,0.059
1381,21,56.59,10,13.64,20,4,67,65,Ch1,127,Path_B,0,9.28,39.42,81.38,-0.004
1382,27,26.64,10,5.17,10,2,200,52,Ch7,150,Path_B,0,2.4,45.99,183.47,-0.223
1383,41,96.58,5,15.09,20,3,166,40,Ch3,231,Path_B,1,3.26,48.81,151.98,-0.206
1384,20,91.4,13,10.87,30,9,134,99,Ch2,225,Path_B,0,14.9,34.53,158.71,0.117
1385,10,73.6,14,25.47,30,2,188,98,Ch2,79,Path_D,0,21.32,29.39,204.15,0.268
1386,12,55.67,7,13.43,30,4,88,76,Ch8,88,Path_C,0,11.49,44.71,106.08,0.012
1387,29,87.65,10,25.69,50,1,154,88,Ch9,288,Path_B,0,16.73,43.19,173.88,0.112
1388,22,17.41,4,5.01,5,2,117,89,Ch3,62,Path_D,0,1.0,50.22,142.79,-0.26
1389,29,80.1,1,12.7,20,5,74,86,Ch3,171,Path_C,0,3.98,56.96,104.72,-0.212
1390,16,16.86,3,11.03,10,1,240,67,Ch6,193,Path_A,1,1.0,46.82,226.27,-0.273
1391,19,80.45,5,10.84,30,7,273,95,Ch10,221,Path_A,1,3.17,42.93,267.5,-0.221
1392,30,31.2,3,6.7,20,4,207,52,Ch1,248,Path_D,1,1.0,53.02,197.54,-0.292
1393,45,88.32,12,9.68,30,6,222,55,Ch6,161,Path_C,0,3.8,45.7,211.22,-0.2
1394,49,94.68,13,18.89,30,8,172,52,Ch3,296,Path_B,0,10.72,46.79,170.27,-0.037
1395,30,19.14,11,12.28,10,6,267,50,Ch4,296,Path_C,1,9.52,38.71,238.81,-0.05
1396,36,48.95,7,15.43,50,2,170,40,Ch9,204,Path_B,1,6.9,45.25,158.77,-0.111
1397,14,98.19,12,14.42,5,1,110,46,Ch3,94,Path_D,1,15.2,30.32,117.72,0.157
1398,20,50.92,9,26.9,50,8,149,91,Ch1,168,Path_B,1,14.75,38.0,161.58,0.097
1399,11,87.04,15,27.63,20,8,100,81,Ch3,84,Path_D,0,21.18,31.57,118.91,0.284
1400,21,60.93,12,17.32,50,9,147,45,Ch7,256,Path_C,1,14.85,32.44,140.18,0.132
1401,27,40.66,6,13.25,20,6,186,85,Ch7,205,Path_C,0,4.76,49.35,195.8,-0.19
1402,30,32.15,13,7.67,20,1,253,31,Ch5,276,Path_B,0,5.09,41.35,222.48,-0.155
1403,25,24.31,10,28.84,5,9,51,41,Ch1,56,Path_C,0,19.36,45.6,60.15,0.199
1404,26,77.37,1,6.51,10,3,279,36,Ch8,239,Path_B,1,1.65,52.58,233.66,-0.288
1405,11,41.72,7,12.44,5,6,54,26,Ch10,291,Path_C,1,12.73,40.59,57.43,0.075
1406,18,53.57,15,12.45,50,9,239,87,Ch8,159,Path_A,1,15.0,26.96,230.11,0.13
1407,19,51.77,3,13.01,20,3,246,56,Ch10,163,Path_B,0,6.36,52.25,217.35,-0.176
1408,11,59.84,5,9.11,30,5,229,57,Ch10,100,Path_D,0,9.09,47.81,205.38,-0.09
1409,13,87.23,10,24.58,30,5,135,30,Ch10,95,Path_A,1,16.41,32.56,124.63,0.171
1410,12,98.17,4,8.06,20,7,182,20,Ch2,69,Path_D,0,7.05,46.87,162.41,-0.117
1411,27,43.72,10,20.87,5,4,236,44,Ch10,145,Path_C,1,13.59,40.71,210.99,0.041
1412,33,83.61,5,8.1,10,4,117,61,Ch3,87,Path_A,0,3.28,50.94,125.16,-0.207
1413,22,77.63,5,6.76,5,7,58,71,Ch4,238,Path_C,0,3.35,47.09,87.81,-0.174
1414,35,59.49,6,27.74,20,9,142,43,Ch1,153,Path_B,0,14.26,53.79,127.38,0.024
1415,34,95.82,14,9.75,20,4,199,72,Ch4,81,Path_D,0,9.72,41.0,197.8,-0.042
1416,43,24.05,10,25.53,10,4,204,75,Ch5,203,Path_C,0,9.2,48.55,200.64,-0.09
1417,39,15.38,12,18.62,50,6,187,82,Ch3,107,Path_D,0,14.01,43.63,193.43,0.043
1418,22,86.13,10,6.95,50,6,257,27,Ch10,216,Path_D,0,5.18,40.94,216.68,-0.149
1419,46,46.72,13,28.89,10,7,283,78,Ch2,197,Path_C,1,18.15,39.72,261.31,0.13
1420,43,85.46,13,11.17,50,1,174,64,Ch6,131,Path_B,0,7.2,45.77,171.9,-0.111
1421,21,89.84,11,26.49,30,3,283,46,Ch8,99,Path_D,0,20.2,40.16,257.65,0.175
1422,18,10.93,6,9.22,50,9,110,71,Ch7,256,Path_C,1,8.08,44.65,127.8,-0.071
1423,35,88.93,8,26.35,50,6,100,37,Ch1,101,Path_B,1,13.44,42.15,95.96,0.07
1424,28,47.59,8,5.33,50,6,59,35,Ch4,135,Path_C,1,4.48,41.37,58.0,-0.112
1425,39,53.49,11,17.79,30,5,183,85,Ch3,164,Path_B,1,10.74,39.64,180.49,-0.007
1426,48,64.53,9,24.24,50,3,111,24,Ch6,199,Path_D,0,5.69,49.27,107.38,-0.139
1427,49,93.01,8,28.37,30,5,162,22,Ch9,102,Path_A,0,11.02,52.47,135.82,-0.045
1428,38,6.82,13,27.73,10,1,182,99,Ch9,262,Path_C,1,14.43,37.53,193.47,0.081
1429,7,50.3,11,25.49,5,3,171,89,Ch7,115,Path_D,0,20.49,36.39,187.91,0.223
1430,41,70.33,2,27.2,10,4,247,26,Ch9,281,Path_C,1,4.71,57.56,202.53,-0.232
1431,47,73.66,14,9.98,5,5,240,69,Ch8,166,Path_C,0,4.42,43.8,233.96,-0.185
1432,44,70.79,14,12.1,10,9,172,33,Ch5,92,Path_B,0,11.66,43.93,152.83,0.003
1433,30,17.77,12,12.22,5,4,233,57,Ch9,131,Path_C,0,11.85,41.1,209.16,0.001
1434,27,33.44,10,14.43,5,3,236,98,Ch7,200,Path_B,0,9.81,45.62,236.56,-0.075
1435,48,39.08,12,14.83,20,1,112,66,Ch5,254,Path_D,0,7.78,50.0,118.99,-0.1
1436,43,81.42,11,18.61,5,6,160,52,Ch8,113,Path_C,1,9.01,42.2,156.2,-0.049
1437,19,31.48,15,9.0,5,7,138,62,Ch7,282,Path_D,0,13.84,31.71,138.16,0.114
1438,8,25.02,1,22.28,20,8,236,48,Ch9,186,Path_A,0,8.99,50.08,203.24,-0.102
1439,33,95.96,10,9.19,50,1,100,76,Ch10,162,Path_D,0,7.98,45.32,116.9,-0.073
1440,26,5.84,2,12.76,50,4,227,24,Ch1,184,Path_C,0,2.27,55.48,186.82,-0.271
1441,29,99.79,2,17.58,20,5,181,79,Ch9,218,Path_A,0,3.75,56.75,185.32,-0.244
1442,17,69.3,12,24.91,30,2,153,89,Ch7,103,Path_B,1,18.7,32.79,160.96,0.209
1443,22,83.7,3,23.49,5,1,172,21,Ch1,114,Path_A,0,8.56,52.11,145.66,-0.101
1444,37,32.99,10,21.14,5,8,97,89,Ch1,51,Path_C,1,11.83,40.15,123.01,0.035
1445,20,6.36,7,8.89,20,6,81,62,Ch5,181,Path_C,0,4.97,46.1,94.74,-0.136
1446,49,75.1,2,18.68,20,5,169,23,Ch8,127,Path_D,0,2.08,64.48,147.95,-0.304
1447,46,84.24,14,7.19,30,9,228,75,Ch9,81,Path_B,1,8.03,39.33,223.3,-0.081
1448,48,75.35,1,14.43,50,2,229,78,Ch6,149,Path_C,0,1.0,63.7,216.41,-0.348
1449,6,18.57,14,15.34,10,8,148,28,Ch10,179,Path_C,0,17.41,32.34,132.08,0.192
1450,39,76.58,6,6.0,50,9,123,22,Ch8,153,Path_B,1,1.0,47.14,92.75,-0.229
1451,46,78.05,9,11.85,5,1,83,67,Ch6,291,Path_B,0,3.05,49.54,101.14,-0.197
1452,38,67.56,15,28.89,20,7,213,62,Ch6,292,Path_D,1,19.77,32.78,199.9,0.22
1453,34,77.78,3,28.84,30,8,119,20,Ch4,241,Path_A,1,11.13,50.51,100.28,-0.021
1454,17,85.36,6,13.81,50,3,220,76,Ch5,191,Path_B,1,10.47,40.47,215.58,-0.029
1455,17,63.29,3,6.08,30,4,159,72,Ch2,197,Path_C,0,1.0,52.41,169.06,-0.279
1456,22,13.42,14,9.48,50,3,65,35,Ch3,138,Path_B,0,9.65,34.89,67.12,0.03
1457,36,51.32,13,14.81,5,7,108,70,Ch3,283,Path_C,1,9.99,35.1,116.68,0.019
1458,36,12.38,1,28.69,10,9,230,94,Ch5,98,Path_D,0,6.01,62.21,231.83,-0.235
1459,39,43.72,14,8.53,30,3,68,74,Ch5,185,Path_A,1,8.79,35.02,84.72,0.004
1460,43,43.68,13,24.09,30,6,275,20,Ch6,269,Path_D,0,11.52,43.63,226.7,-0.024
1461,33,11.27,12,7.72,10,8,266,47,Ch5,240,Path_B,1,11.53,37.58,242.41,-0.001
1462,33,38.14,5,29.53,30,6,144,72,Ch6,223,Path_C,0,14.76,50.69,151.51,0.041
1463,48,15.54,10,14.54,30,2,162,77,Ch8,198,Path_B,1,5.7,46.25,158.7,-0.143
1464,20,81.78,14,24.38,50,7,90,92,Ch2,136,Path_B,0,21.12,35.96,109.02,0.266
1465,48,95.03,13,13.56,50,2,130,79,Ch4,209,Path_B,1,4.31,42.24,144.31,-0.15
1466,14,11.87,11,20.69,10,2,224,78,Ch6,57,Path_B,0,21.39,36.68,222.51,0.23
1467,34,95.74,4,9.8,5,2,271,41,Ch5,272,Path_A,1,1.0,49.35,229.21,-0.286
1468,29,54.64,7,8.65,30,1,152,27,Ch1,150,Path_C,0,3.88,48.26,137.35,-0.185
1469,43,33.46,6,28.45,5,1,103,68,Ch9,65,Path_B,0,6.71,54.3,123.05,-0.145
1470,24,12.3,10,27.94,10,7,232,61,Ch3,89,Path_C,1,18.14,35.02,225.54,0.164
1471,9,52.56,7,27.19,10,5,144,46,Ch2,155,Path_A,0,15.18,42.37,139.86,0.093
1472,5,80.48,5,20.64,50,3,196,58,Ch9,76,Path_C,0,13.52,41.86,188.33,0.042
1473,34,72.17,15,25.21,30,1,111,44,Ch7,153,Path_C,0,16.72,38.24,100.13,0.16
1474,7,9.77,15,6.73,20,6,148,57,Ch5,154,Path_A,0,11.81,26.41,157.4,0.086
1475,49,11.93,4,13.37,10,1,142,43,Ch6,195,Path_B,1,1.0,50.92,132.22,-0.26
1476,18,43.27,7,12.84,30,9,236,43,Ch4,84,Path_C,0,8.87,46.13,205.63,-0.087
1477,34,33.05,7,20.89,5,2,114,79,Ch1,162,Path_D,0,6.68,48.88,129.42,-0.123
1478,8,27.08,6,13.9,50,1,117,69,Ch4,101,Path_C,1,8.65,36.92,135.66,-0.025
1479,22,31.7,8,8.71,5,7,77,85,Ch9,192,Path_B,0,7.68,46.51,115.14,-0.085
1480,41,81.33,4,19.91,10,6,67,33,Ch1,240,Path_D,1,10.16,51.79,70.73,-0.039
1481,29,93.28,10,25.36,10,6,75,72,Ch10,102,Path_B,0,15.84,45.01,100.99,0.109
1482,5,43.48,5,14.55,5,5,153,51,Ch3,140,Path_C,1,8.44,38.75,148.12,-0.043
1483,19,91.08,4,8.31,10,4,196,67,Ch5,130,Path_A,0,2.82,53.72,185.11,-0.25
1484,13,35.54,12,9.92,30,4,104,58,Ch7,153,Path_B,1,12.02,29.99,119.58,0.087
1485,19,50.26,1,10.94,10,3,168,59,Ch9,115,Path_B,1,1.77,51.82,160.79,-0.257
1486,28,26.47,12,12.5,50,8,173,61,Ch6,162,Path_A,1,12.06,35.31,176.58,0.044
1487,8,65.85,8,21.07,30,7,234,96,Ch3,291,Path_C,0,15.77,37.92,241.69,0.092
1488,16,98.0,1,20.02,20,9,183,95,Ch7,80,Path_B,1,9.43,49.02,196.97,-0.085
1489,41,62.33,5,22.4,10,1,178,27,Ch4,110,Path_C,0,6.37,55.27,165.04,-0.172
1490,41,38.99,15,14.06,10,7,57,98,Ch3,241,Path_C,1,13.48,33.22,105.76,0.11
1491,47,66.54,6,25.6,50,4,274,45,Ch7,150,Path_C,1,7.87,48.72,240.82,-0.134
1492,10,16.68,6,10.1,50,7,100,31,Ch7,154,Path_A,1,5.91,38.96,91.46,-0.081
1493,43,89.42,13,16.73,5,1,284,62,Ch4,282,Path_C,0,14.52,43.92,248.88,0.034
1494,28,52.79,5,25.02,5,5,134,70,Ch7,147,Path_C,0,7.26,47.19,153.42,-0.11
1495,15,47.69,3,9.5,5,3,265,82,Ch2,83,Path_D,1,2.67,46.58,250.8,-0.243
1496,17,60.66,15,7.75,50,5,74,68,Ch1,292,Path_D,1,11.22,26.86,98.88,0.091
1497,38,64.35,5,27.09,5,4,224,46,Ch2,232,Path_D,1,14.96,46.9,198.49,0.047
1498,29,11.82,12,13.57,5,2,232,28,Ch4,108,Path_B,1,14.2,37.11,207.29,0.073
1499,11,69.85,8,22.1,20,4,241,58,Ch8,52,Path_B,1,18.24,36.26,218.3,0.163
1500,8,27.98,14,5.63,5,3,298,84,Ch3,66,Path_D,1,11.75,28.22,274.44,0.037
